DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
3,35XX WARSAW AV,39.1110422703954,-84.5687312917071,EAST PRICE HILL,EAST PRICE HILL,1192,31010843,1,"CINC, OH 45205",BLACK,MALE,24,NONFATAL,10/28/2010 12:00:00 AM,OCT,,N/A,THU,31010843,10/28/2010 12:00:00 AM,DISTRICT 3,45205,EAST PRICE HILL
1,5XX POPLAR ST,39.1146941988271,-84.5252058656103,WEST END,WEST END,4250,189011027,1,,BLACK,MALE,36,NONFATAL,04/29/2018 12:00:00 AM,APR,121500,12,SUN,189011027,04/29/2018 12:15:00 PM,DISTRICT 1,,WEST END
1,5XX BETTON ST,39.1103612544621,-84.5244139500371,WEST END,WEST END,175,10803051,1,,BLACK,MALE,30,NONFATAL,06/26/2008 12:00:00 AM,JUN,,N/A,THU,10803051,06/26/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
1,17XX VINE ST,39.1148632971131,-84.5160852707602,OVER-THE-RHINE,OVER-THE-RHINE,2360,139022869,1,"CINC, OH 45202",BLACK,MALE,19,NONFATAL,08/24/2013 12:00:00 AM,AUG,163100,16,SAT,139022869,08/24/2013 04:31:00 PM,DISTRICT 1,45202,OTR
1,19XX CENTRAL AV,39.1192977548404,-84.525683981066,WEST END,WEST END,886,11001020S1,1,,BLACK,MALE,34,NONFATAL,03/13/2010 12:00:00 AM,MAR,,N/A,SAT,11001020S1,03/13/2010 12:00:00 AM,DISTRICT 1,45214,WEST END
1,8XX YORK ST,39.1173588840711,-84.5279590273484,WEST END,WEST END,2466,139032366,3,"CINCINNATI, OH 45202",BLACK,MALE,23,NONFATAL,11/28/2013 12:00:00 AM,NOV,112000,11,THU,139032366,11/28/2013 11:20:00 AM,DISTRICT 1,45214,WEST END
3,17XX ILIFF AV,39.1202608424535,-84.5787161863889,WEST PRICE HILL,WEST PRICE HILL,3643,169023152,2,"CINCINNATI, OH 45205",BLACK,MALE,18,NONFATAL,09/06/2016 12:00:00 AM,SEP,194000,19,TUE,169023152,09/06/2016 07:40:00 PM,DISTRICT 3,,WEST PRICE HILL
3,25XX NOTTINGHAM RD,39.157703902041,-84.5622627410214,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,4813,199024860,1,,BLACK,MALE,28,NONFATAL,10/25/2019 12:00:00 AM,OCT,182500,18,FRI,199024860,10/25/2019 06:25:00 PM,DISTRICT 3,,VILLAGES AT ROLL HILL
4,27XX VINE ST,39.1302425799743,-84.5086115391325,CORRYVILLE,CORRYVILLE,899,41001513,1,,BLACK,MALE,23,NONFATAL,03/20/2010 12:00:00 AM,MAR,,N/A,SAT,41001513,03/20/2010 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
3,25XX HARRISON AV,39.1412083241625,-84.5830427078861,WESTWOOD,WESTWOOD,3652,169023624,1,"CINCINNATI, OH 45202",BLACK,MALE,18,NONFATAL,09/11/2016 12:00:00 AM,SEP,234000,23,SUN,169023624,09/11/2016 11:40:00 PM,DISTRICT 3,,WESTWOOD
5,54XX KIRBY AV,39.1915705062256,-84.5670032302748,MT AIRY,MT. AIRY,1649,51106682,1,"CIN, OH 45225",BLACK,MALE,23,FATAL,11/16/2011 12:00:00 AM,NOV,220000,22,WED,51106682,11/16/2011 10:00:00 PM,DISTRICT 5,45223,MOUNT AIRY
4,46XX PADDOCK RD,39.1687840611789,-84.4789278430689,BOND HILL,BOND HILL,1040,41004125,1,"CINC, OH 45229",BLACK,MALE,29,NONFATAL,07/10/2010 12:00:00 AM,JUL,,N/A,SAT,41004125,07/10/2010 12:00:00 AM,DISTRICT 4,45229,PADDOCK HILLS
1,17XX JOHN ST,39.1152091345647,-84.5237573119683,WEST END,WEST END,2540,149004309,1,CINCINNATI,BLACK,MALE,16,NONFATAL,02/27/2014 12:00:00 AM,FEB,132300,13,THU,149004309,02/27/2014 01:23:00 PM,DISTRICT 1,45214,WEST END
1,2XX MULBERRY ST,39.1155469438942,-84.5122164123921,OVER-THE-RHINE,OVER-THE-RHINE,1319,11100880,1,"CINC., OH 45237",BLACK,MALE,43,FATAL,03/08/2011 12:00:00 AM,MAR,212800,21,TUE,11100880,03/08/2011 09:28:00 PM,DISTRICT 1,45202,MOUNT AUBURN
4,18XX ANDINA AV,39.1743425218876,-84.4630342046083,BOND HILL,BOND HILL,2763,149023781,1,"CINC, OH 45237",BLACK,FEMALE,25,FATAL,09/19/2014 12:00:00 AM,SEP,035000,3,FRI,149023781,09/19/2014 03:50:00 AM,DISTRICT 4,45237,BOND HILL
4,32XX RAMMELSBURG ST,39.1379745697158,-84.4861268393974,WALNUT HILLS,WALNUT HILLS,673,40905598,3,,WHITE,MALE,58,NONFATAL,08/10/2009 12:00:00 AM,AUG,,N/A,MON,40905598,08/10/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,12XX GRAND AV,39.1148295069448,-84.5593124565287,EAST PRICE HILL,EAST PRICE HILL,4197,189002014,1,,BLACK,MALE,22,NONFATAL,01/22/2018 12:00:00 AM,JAN,213000,21,MON,189002014,01/22/2018 09:30:00 PM,DISTRICT 3,,EAST PRICE HILL
4,4XX E MARTIN LUTHER KING DR,39.1360764790274,-84.5003015060979,AVONDALE,AVONDALE,3910,179015601,1,,BLACK,MALE,34,NONFATAL,05/03/2017 12:00:00 AM,MAY,000500,0,WED,179015601,05/03/2017 12:05:00 AM,DISTRICT 4,,AVONDALE
2,15XX DANA AV,39.1464791838719,-84.4762913844289,EVANSTON,AVONDALE,579,20902456,1,,BLACK,FEMALE,55,NONFATAL,05/27/2009 12:00:00 AM,MAY,,N/A,WED,20902456,05/27/2009 12:00:00 AM,DISTRICT 2,45229,EVANSTON
4,35XX READING RD,39.1446948727991,-84.4898567872169,AVONDALE,AVONDALE,2447,139029988,1,"CINC, OH 45229",BLACK,MALE,27,NONFATAL,11/01/2013 12:00:00 AM,NOV,155000,15,FRI,139029988,11/01/2013 03:50:00 PM,DISTRICT 4,45229,AVONDALE
3,12XX QUEBEC RD,39.1148978547372,-84.5744735525142,WEST PRICE HILL,EAST PRICE HILL,3628,169022385,1,"CINCINNATI, OH 45205",BLACK,MALE,29,NONFATAL,08/30/2016 12:00:00 AM,AUG,233500,23,TUE,169022385,08/30/2016 11:35:00 PM,DISTRICT 3,,EAST PRICE HILL
1,8XX POPLAR ST,39.1152636747129,-84.5282470373444,WEST END,WEST END,2246,139014330,1,"CINC, OH 45202",BLACK,MALE,21,NONFATAL,06/08/2013 12:00:00 AM,JUN,002900,0,SAT,139014330,06/08/2013 12:29:00 AM,DISTRICT 1,45214,WEST END
4,XX E MCMILLAN ST,39.1261782428901,-84.5099085271249,MT AUBURN,MT. AUBURN,4140,179048731,1,,BLACK,MALE,40,NONFATAL,11/13/2017 12:00:00 AM,NOV,021500,2,MON,179048731,11/13/2017 02:15:00 AM,DISTRICT 4,,MOUNT AUBURN
5,6XX STRAND LN,39.1871252925518,-84.513996618575,WINTON HILLS,WINTON HILLS,4946,209005951,1,,BLACK,FEMALE,28,NONFATAL,03/30/2020 12:00:00 AM,MAR,173000,17,MON,209005951,03/30/2020 05:30:00 PM,DISTRICT 5,,WINTON HILLS
2,17XX BREWSTER AV,39.1435600894577,-84.4700080374805,EVANSTON,EVANSTON,3564,169017692,1,"CINCINNATI, OH 45207",BLACK,MALE,44,NONFATAL,07/17/2016 12:00:00 AM,JUL,005900,0,SUN,169017692,07/17/2016 12:59:00 AM,DISTRICT 2,,EVANSTON
3,33XX MCHENRY AV,39.1467214519588,-84.5715466185958,EAST WESTWOOD,EAST WESTWOOD,3978,179025728,1,,BLACK,MALE,18,NONFATAL,07/07/2017 12:00:00 AM,JUL,035600,3,FRI,179025728,07/07/2017 03:56:00 AM,DISTRICT 3,,EAST WESTWOOD
4,11XX E MCMILLAN AV,39.1263393940107,-84.4863636730464,WALNUT HILLS,WALNUT HILLS,1902,129021239,1,"CINC, OH 45211",BLACK,MALE,22,NONFATAL,07/29/2012 12:00:00 AM,JUL,233000,23,SUN,129021239,07/29/2012 11:30:00 PM,DISTRICT 4,45206,WALNUT HILLS
3,2XX FAIRBANKS AV,39.0933719696825,-84.5736567775646,SEDAMSVILLE,RIVERSIDE,3945,179020348,1,,BLACK,MALE,31,NONFATAL,06/04/2017 12:00:00 AM,JUN,201700,20,SUN,179020348,06/04/2017 08:17:00 PM,DISTRICT 3,,SEDAMSVILLE
5,46XX SPRING GROVE AV,39.1656560292601,-84.5178555701831,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,2882,159001980,1,"CINTI, OH 45223",BLACK,MALE,26,NONFATAL,01/23/2015 12:00:00 AM,JAN,172000,17,FRI,159001980,01/23/2015 05:20:00 PM,DISTRICT 5,45232,SPRING GROVE VILLAGE
4,20XX SEYMOUR AV,39.1840790013531,-84.4587897934685,ROSELAWN,ROSELAWN,1611,41106660,1,"CINC, OH 45237",BLACK,MALE,24,NONFATAL,10/14/2011 12:00:00 AM,OCT,121000,12,FRI,41106660,10/14/2011 12:10:00 PM,DISTRICT 4,45237,BOND HILL
1,XX E MCMICKEN AV,39.1147832899031,-84.5160549076234,OVER-THE-RHINE,OVER-THE-RHINE,3208,159025620,1,"CINTI, OH 45237",BLACK,MALE,26,NONFATAL,09/19/2015 12:00:00 AM,SEP,035200,3,SAT,159025620,09/19/2015 03:52:00 AM,DISTRICT 1,,OTR
4,5XX OAK ST,39.1303167330156,-84.5001354457347,AVONDALE,AVONDALE,4096,179041245,2,,BLACK,MALE,29,NONFATAL,10/03/2017 12:00:00 AM,OCT,020600,2,TUE,179041245,10/03/2017 02:06:00 AM,DISTRICT 4,,AVONDALE
2,46XX KELLOGG AV,39.0910194237154,-84.4264028493592,EAST END,LINWOOD,3868,179010261,17,,BLACK,MALE,27,NONFATAL,03/26/2017 12:00:00 AM,MAR,013000,1,SUN,179010261,03/26/2017 01:30:00 AM,DISTRICT 2,,EAST END
4,34XX HARVEY AV,39.144608905276,-84.4970715805497,AVONDALE,AVONDALE,188,40804615,1,,BLACK,MALE,31,NONFATAL,07/01/2008 12:00:00 AM,JUL,,N/A,TUE,40804615,07/01/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,16XX SECTION RD,39.1984909693144,-84.4598827578224,ROSELAWN,ROSELAWN,1222,41007460,1,"CINC, OH 45237",BLACK,MALE,60,NONFATAL,11/21/2010 12:00:00 AM,NOV,,N/A,SUN,41007460,11/21/2010 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
1,XX E MCMICKEN AV,39.1160905980687,-84.5154365784718,OVER-THE-RHINE,OVER-THE-RHINE,1334,11101139,1,"CINC., OH 45229",BLACK,MALE,23,NONFATAL,03/28/2011 12:00:00 AM,MAR,171500,17,MON,11101139,03/28/2011 05:15:00 PM,DISTRICT 1,45202,OTR
5,59XX HAMILTON AV,39.198909832618,-84.545848844315,COLLEGE HILL,COLLEGE HILL,475,50901101,4,,BLACK,MALE,37,NONFATAL,03/03/2009 12:00:00 AM,MAR,,N/A,TUE,50901101,03/03/2009 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
3,23XX BALTIMORE AV,39.149556662606,-84.5627603966318,EAST WESTWOOD,EAST WESTWOOD,3250,159028447,1,"CINCINNATI, OH 45205",BLACK,MALE,27,NONFATAL,10/15/2015 12:00:00 AM,OCT,221500,22,THU,159028447,10/15/2015 10:15:00 PM,DISTRICT 3,,EAST WESTWOOD
5,49XX WINNESTE AV,39.1799272212615,-84.511853939059,WINTON HILLS,WINTON HILLS,1062,51004703,1,"CINC, OH 45232",BLACK,MALE,18,FATAL,08/05/2010 12:00:00 AM,AUG,,N/A,THU,51004703,08/05/2010 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
3,32XX MOOSEWOOD AV,39.1421937830258,-84.552887272501,MILLVALE,MILLVALE,551,30903947,1,,BLACK,MALE,13,NONFATAL,05/07/2009 12:00:00 AM,MAY,,N/A,THU,30903947,05/07/2009 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,7XX S FRED SHUTTLESWORTH CIR,39.1517249877039,-84.4872865212975,NORTH AVONDALE,AVONDALE,4655,199012858,3,,BLACK,MALE,27,NONFATAL,06/15/2019 12:00:00 AM,JUN,045700,4,SAT,199012858,06/15/2019 04:57:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,14XX AMBROSE,39.2011331412318,-84.5450344988639,COLLEGE HILL,COLLEGE HILL,1229,51007318,1,"CIN, OH 45211",BLACK,MALE,27,NONFATAL,11/30/2010 12:00:00 AM,NOV,,N/A,TUE,51007318,11/30/2010 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
4,71XX EASTLAWN DR,39.1904062208246,-84.4571010365124,ROSELAWN,ROSELAWN,2030,129034051,1,"CINC, OH 45237",BLACK,MALE,37,NONFATAL,11/20/2012 12:00:00 AM,NOV,143000,14,TUE,129034051,11/20/2012 02:30:00 PM,DISTRICT 4,45237,ROSELAWN
1,16XX RACE ST,39.1139461744552,-84.5177904696496,OVER-THE-RHINE,OVER-THE-RHINE,1343,11101222,1,"C/O, 45210",BLACK,MALE,32,NONFATAL,04/03/2011 12:00:00 AM,APR,145000,14,SUN,11101222,04/03/2011 02:50:00 PM,DISTRICT 1,45202,OTR
1,1XX GREEN ST,39.114344959145,-84.5175174338151,OVER-THE-RHINE,OVER-THE-RHINE,173,10803050,1,,BLACK,MALE,38,NONFATAL,06/24/2008 12:00:00 AM,JUN,,N/A,TUE,10803050,06/24/2008 12:00:00 AM,DISTRICT 1,45202,OTR
5,54XX HOLLAND DR,39.1893503405413,-84.5128897079226,WINTON HILLS,WINTON HILLS,654,50904429,1,,BLACK,MALE,17,NONFATAL,07/27/2009 12:00:00 AM,JUL,,N/A,MON,50904429,07/27/2009 12:00:00 AM,DISTRICT 5,45232,WINTON HILLS
4,8XX S FRED SHUTTLESWORTH CIR,39.1513912188018,-84.4857945146854,NORTH AVONDALE,AVONDALE,4519,199000280,1,,BLACK,MALE,32,NONFATAL,01/03/2019 12:00:00 AM,JAN,214000,21,THU,199000280,01/03/2019 09:40:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,60XX WINTON RIDGE LN,39.198989065618,-84.5197279857307,WINTON HILLS,WINTON HILLS,4326,189016207,1,,BLACK,MALE,39,FATAL,06/17/2018 12:00:00 AM,JUN,210000,21,SUN,189016207,06/17/2018 09:00:00 PM,DISTRICT 5,,COLLEGE HILL - WINTON HILLS
4,8XX HUTCHIINS AV,39.1453395885565,-84.4883738600558,AVONDALE,AVONDALE,3800,179002262,1,,BLACK,MALE,22,NONFATAL,01/23/2017 12:00:00 AM,JAN,220000,22,MON,179002262,01/23/2017 10:00:00 PM,DISTRICT 4,,AVONDALE
4,35XX VAN ANTWERP PL,39.1472626892824,-84.4931821979957,AVONDALE,AVONDALE,308,40807312,1,,BLACK,MALE,23,NONFATAL,09/30/2008 12:00:00 AM,SEP,,N/A,TUE,40807312,09/30/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,15XX W NORTH BEND RD,39.2028825645692,-84.5462906081619,COLLEGE HILL,COLLEGE HILL,809,50907452,1,,BLACK,FEMALE,26,NONFATAL,12/13/2009 12:00:00 AM,DEC,,N/A,SUN,50907452,12/13/2009 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
3,23XX NOTTINGHAM RD,39.1567582396012,-84.5587725328153,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,544,30903841,1,,BLACK,MALE,31,NONFATAL,05/04/2009 12:00:00 AM,MAY,,N/A,MON,30903841,05/04/2009 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,9XX E MCMILLAN ST,39.1267885688837,-84.4908777179329,WALNUT HILLS,WALNUT HILLS,1353,41102089,1,"CINC, OH 45206",BLACK,MALE,25,NONFATAL,04/09/2011 12:00:00 AM,APR,230000,23,SAT,41102089,04/09/2011 11:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
4,28XX STANTON AV,39.129562881005,-84.491597678105,WALNUT HILLS,WALNUT HILLS,1516,41104888,2,"CINC, OH 45206",BLACK,MALE,30,NONFATAL,07/31/2011 12:00:00 AM,JUL,003000,0,SUN,41104888,07/31/2011 12:30:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,19XX WESTWOOD NORTHERN BV,39.1430147968444,-84.5588322213708,ENGLISH WOODS,MILLVALE,2456,139031857,1,"CINCINNATI, OH 45224",BLACK,MALE,22,NONFATAL,11/22/2013 12:00:00 AM,NOV,143000,14,FRI,139031857,11/22/2013 02:30:00 PM,DISTRICT 3,45225,ENGLISH WOODS
5,18XX CHASE AV,39.1658663506423,-84.5499369578988,NORTHSIDE,NORTHSIDE,1120,51005550S2,2,"CINC, OH 45223",BLACK,MALE,37,NONFATAL,09/10/2010 12:00:00 AM,SEP,,N/A,FRI,51005550S2,09/10/2010 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
3,23XX NOTTINGHAM RD,39.1562707184247,-84.5596066655599,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,2735,149021967,1,"C/O, 45225",BLACK,MALE,31,FATAL,09/02/2014 12:00:00 AM,SEP,205600,20,TUE,149021967,09/02/2014 08:56:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,16XX SUMMIT RD,39.2014071496642,-84.458132178263,ROSELAWN,ROSELAWN,1248,41008062,1,"CINC, OH 45237",BLACK,MALE,23,NONFATAL,12/17/2010 12:00:00 AM,DEC,,N/A,FRI,41008062,12/17/2010 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
5,7XX W KING DR,39.1395238046538,-84.5293333637925,CUF,CLIFTON,306,50806000,1,,BLACK,MALE,24,NONFATAL,09/30/2008 12:00:00 AM,SEP,,N/A,TUE,50806000,09/30/2008 12:00:00 AM,DISTRICT 5,45220,CUF
4,31XX READING RD,39.1362273771481,-84.4969344111457,AVONDALE,AVONDALE,1911,129021925,4,"CINC, OH 45216",BLACK,MALE,41,NONFATAL,08/04/2012 12:00:00 AM,AUG,023800,2,SAT,129021925,08/04/2012 02:38:00 AM,DISTRICT 4,45229,AVONDALE
3,29XX PRICE AV,39.1058211633439,-84.5605611084465,EAST PRICE HILL,EAST PRICE HILL,1121,31009167,1,"CINC, OH 45205",WHITE,FEMALE,42,FATAL,09/10/2010 12:00:00 AM,SEP,,N/A,FRI,31009167,09/10/2010 12:00:00 AM,DISTRICT 3,45204,EAST PRICE HILL
1,XX E MCMICKEN AV,39.1167186250944,-84.5174766749461,OVER-THE-RHINE,OVER-THE-RHINE,4190,189001093,1,,BLACK,FEMALE,26,FATAL,01/11/2018 12:00:00 AM,JAN,023000,2,THU,189001093,01/11/2018 02:30:00 AM,DISTRICT 1,,OTR
4,36XX IRVING ST,39.1485172089057,-84.5075182738325,AVONDALE,AVONDALE,2511,149001438,2,"FLORENCE, KY 41042",WHITE,MALE,35,NONFATAL,01/20/2014 12:00:00 AM,JAN,120400,12,MON,149001438,01/20/2014 12:04:00 PM,DISTRICT 4,45220,AVONDALE
3,25XX NOTTINGHAM RD,39.1563882600626,-84.5604479117881,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,1126,31009211,4,"CINC, OH 45225",BLACK,FEMALE,19,NONFATAL,09/14/2010 12:00:00 AM,SEP,,N/A,TUE,31009211,09/14/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,48XX READING RD,39.175148882001,-84.4669819130984,BOND HILL,BOND HILL,995,41003268,1,,BLACK,MALE,23,NONFATAL,06/04/2010 12:00:00 AM,JUN,,N/A,FRI,41003268,06/04/2010 12:00:00 AM,DISTRICT 4,45237,BOND HILL
4,11XX WILLIAM HOWARD TAFT RD,39.1264919429065,-84.4847521281878,WALNUT HILLS,WALNUT HILLS,4583,199007109,2,,BLACK,MALE,51,NONFATAL,04/09/2019 12:00:00 AM,APR,213000,21,TUE,199007109,04/09/2019 09:30:00 PM,DISTRICT 4,,WALNUT HILLS
1,8XX BANK ST,39.1190905079909,-84.5270789202652,WEST END,WEST END,1938,129024038,1,"VILLA HILLS, KY 41017",WHITE,MALE,26,NONFATAL,08/24/2012 12:00:00 AM,AUG,133500,13,FRI,129024038,08/24/2012 01:35:00 PM,DISTRICT 1,45214,WEST END
4,6XX ROCKDALE AV,39.145136492466,-84.4937086249311,AVONDALE,AVONDALE,3518,169015060,2,"CINCINNATI, OH 45229",BLACK,MALE,16,NONFATAL,06/21/2016 12:00:00 AM,JUN,201500,20,TUE,169015060,06/21/2016 08:15:00 PM,DISTRICT 4,,AVONDALE
3,22XX HARRISON AV,39.1371167233064,-84.5768307386715,WESTWOOD,WESTWOOD,237,30807223,1,,BLACK,MALE,18,NONFATAL,07/28/2008 12:00:00 AM,JUL,,N/A,MON,30807223,07/28/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
4,35XX MAGILL AV,39.1457839558943,-84.4833238552583,AVONDALE,AVONDALE,3858,179010065,1,,WHITE,MALE,32,NONFATAL,03/25/2017 12:00:00 AM,MAR,010000,1,SAT,179010065,03/25/2017 01:00:00 AM,DISTRICT 4,,AVONDALE
2,57XX PEABODY AV,39.1581977156004,-84.396112480492,MADISONVILLE,MADISONVILLE,1117,21004031S1,1,"CINC, OH 45227",BLACK,MALE,31,NONFATAL,09/10/2010 12:00:00 AM,SEP,,N/A,FRI,21004031S1,09/10/2010 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
4,48XX READING RD,39.1748067412853,-84.4680254500055,BOND HILL,BOND HILL,1691,41108280,1,"CINC, OH",BLACK,MALE,42,NONFATAL,12/29/2011 12:00:00 AM,DEC,220500,22,THU,41108280,12/29/2011 10:05:00 PM,DISTRICT 4,45237,BOND HILL
4,1XX KINSEY AV,39.1254503691128,-84.5051379414338,MT AUBURN,MT. AUBURN,2312,139018704,1,"CINC, OH 45011",WHITE,MALE,31,NONFATAL,07/17/2013 12:00:00 AM,JUL,180000,18,WED,139018704,07/17/2013 06:00:00 PM,DISTRICT 4,45219,MOUNT AUBURN
1,16XX RACE ST,39.1128372926829,-84.5183411341652,OVER-THE-RHINE,OVER-THE-RHINE,2314,139018808,1,"CINC, OH 45202",BLACK,MALE,21,NONFATAL,07/18/2013 12:00:00 AM,JUL,234900,23,THU,139018808,07/18/2013 11:49:00 PM,DISTRICT 1,45202,OTR
5,24XX SPRING GROVE AV,39.125139336718,-84.5358105616974,CAMP WASHINGTON,CAMP WASHINGTON,1136,51006469,3,"CINC,OH 45255",WHITE,MALE,54,NONFATAL,09/18/2010 12:00:00 AM,SEP,,N/A,SAT,51006469,09/18/2010 12:00:00 AM,DISTRICT 5,45214,CAMP WASHINGTON
4,27XX EDEN AV,39.1312093240109,-84.5064565825965,CORRYVILLE,CORRYVILLE,145,40803796,1,,WHITE,MALE,22,NONFATAL,06/06/2008 12:00:00 AM,JUN,,N/A,FRI,40803796,06/06/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
2,60XX BRAMBLE AV,39.1520628537217,-84.3927399615554,MADISONVILLE,MADISONVILLE,1074,21003581,2,"CINC, OH 45212",BLACK,MALE,29,NONFATAL,08/14/2010 12:00:00 AM,AUG,,N/A,SAT,21003581,08/14/2010 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
1,8XX CLARK ST,39.1074678934478,-84.5282367893331,WEST END,WEST END,1273,11100047,1,"CINC., OH 45214",BLACK,MALE,20,NONFATAL,01/04/2011 12:00:00 AM,JAN,185500,18,TUE,11100047,01/04/2011 06:55:00 PM,DISTRICT 1,45203,WEST END
3,37XX LLEWELLYN AV,39.1541319904994,-84.5491817258407,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,4959,209007363,1,,BLACK,MALE,21,NONFATAL,04/07/2020 12:00:00 AM,APR,154500,15,TUE,209007363,04/07/2020 03:45:00 PM,DISTRICT 3,,SOUTH CUMMINSVILLE
5,53XX WINNESTE AV,39.1889216655619,-84.51541695084,WINTON HILLS,WINTON HILLS,2964,159010402,1,"CINCINNATI, OH 45232",BLACK,MALE,31,NONFATAL,04/20/2015 12:00:00 AM,APR,150000,15,MON,159010402,04/20/2015 03:00:00 PM,DISTRICT 5,45232,WINTON HILLS
3,14XX DEMPSEY ST,39.1328709376529,-84.5450753402229,NORTH FAIRMOUNT,NORTH FAIRMOUNT,536,30903428,1,,BLACK,MALE,23,NONFATAL,04/22/2009 12:00:00 AM,APR,,N/A,WED,30903428,04/22/2009 12:00:00 AM,DISTRICT 3,45225,NORTH FAIRMOUNT
4,77XX STILLWELL DR,39.2042959228467,-84.457350074568,ROSELAWN,ROSELAWN,3477,169012487,1,"CINCINNATI, OH 45237",BLACK,MALE,17,NONFATAL,05/25/2016 12:00:00 AM,MAY,123000,12,WED,169012487,05/25/2016 12:30:00 PM,DISTRICT 4,,ROSELAWN
4,6XX GHOLSON AV,39.1492629295863,-84.492475278792,NORTH AVONDALE,AVONDALE,2431,139028726,2,"MT ORAB, OH 45154",WHITE,MALE,35,NONFATAL,10/19/2013 12:00:00 AM,OCT,171500,17,SAT,139028726,10/19/2013 05:15:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,13XX RACE ST,39.1100375384262,-84.5166532638424,OVER-THE-RHINE,OVER-THE-RHINE,746,10904845,1,,BLACK,MALE,24,NONFATAL,10/16/2009 12:00:00 AM,OCT,,N/A,FRI,10904845,10/16/2009 12:00:00 AM,DISTRICT 1,45202,OTR
1,2XX E 12TH ST,39.1090527814721,-84.5121116769645,OVER-THE-RHINE,OVER-THE-RHINE,2975,159010252,2,"CINC, OH 45202",BLACK,MALE,21,FATAL,04/24/2015 12:00:00 AM,APR,224300,22,FRI,159010252,04/24/2015 10:43:00 PM,DISTRICT 1,45202,OTR
4,58XX RHODE ISLAND AV,39.1824836938163,-84.4590052822681,BOND HILL,BOND HILL,5056,209011865,2,,BLACK,FEMALE,37,NONFATAL,06/07/2020 12:00:00 AM,JUN,140000,14,SUN,209011865,06/07/2020 02:00:00 PM,DISTRICT 4,,BOND HILL
3,16XX PULTE ST,39.1359580594235,-84.5483550848126,NORTH FAIRMOUNT,NORTH FAIRMOUNT,3995,179027948,1,,BLACK,MALE,18,NONFATAL,07/18/2017 12:00:00 AM,JUL,231500,23,TUE,179027948,07/18/2017 11:15:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
5,58XX SHADYMIST LN,39.2023280119962,-84.5788238101451,MT AIRY,MT. AIRY,4054,179035898,2,,BLACK,MALE,19,FATAL,08/31/2017 12:00:00 AM,AUG,145500,14,THU,179035898,08/31/2017 02:55:00 PM,DISTRICT 5,,MOUNT AIRY
4,33XX READING RD,39.1400768627014,-84.49449360691,AVONDALE,AVONDALE,2442,139029384,1,"CINC, OH 45213",BLACK,MALE,29,NONFATAL,10/27/2013 12:00:00 AM,OCT,130000,13,SUN,139029384,10/27/2013 01:00:00 PM,DISTRICT 4,45229,AVONDALE
3,25XX NOTTINGHAM RD,39.1571586108268,-84.562486664241,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,2260,139015016,1,"CINC, OH 45225",BLACK,MALE,40,NONFATAL,06/15/2013 12:00:00 AM,JUN,234400,23,SAT,139015016,06/15/2013 11:44:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
