DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
4,8XX OAK ST,39.1303484519961,-84.4882503021986,WALNUT HILLS,WALNUT HILLS,853,41000531,1,,BLACK,MALE,30,FATAL,01/28/2010 12:00:00 AM,JAN,,N/A,THU,41000531,01/28/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,14XX SEYMOUR AV,39.1904059983006,-84.4717825923696,ROSELAWN,ROSELAWN,2908,159004893,1,"CINC, OH 45221",BLACK,MALE,22,NONFATAL,02/28/2015 12:00:00 AM,FEB,040000,4,SAT,159004893,02/28/2015 04:00:00 AM,DISTRICT 4,45216,BOND HILL
3,9XX MANSION AV,39.1100124571782,-84.5656091378347,EAST PRICE HILL,EAST PRICE HILL,5086,209013115,2,,BLACK,MALE,22,NONFATAL,06/21/2020 12:00:00 AM,JUN,181000,18,SUN,209013115,06/21/2020 06:10:00 PM,DISTRICT 3,,EAST PRICE HILL
1,17XX VINE ST,39.1156563564836,-84.5157046780185,OVER-THE-RHINE,OVER-THE-RHINE,1320,11100909,1,"C/O, 45211",BLACK,MALE,20,NONFATAL,03/11/2011 12:00:00 AM,MAR,150000,15,FRI,11100909,03/11/2011 03:00:00 PM,DISTRICT 1,45202,OTR
3,19XX WESTWOOD NORTHERN BV,39.1429304131187,-84.5597895926453,ENGLISH WOODS,MILLVALE,1485,31106021,1,"CINC, OH 45225",UNKNOWN,MALE,47,NONFATAL,07/12/2011 12:00:00 AM,JUL,00000000000000.000,0,TUE,31106021,07/12/2011 12:00:00 AM,DISTRICT 3,45225,ENGLISH WOODS
4,84XX ANTHONY WAYNE  AV,39.2162934083533,-84.4625619553445,CARTHAGE,HARTWELL,2397,139027049,1,,BLACK,MALE,26,FATAL,09/27/2013 12:00:00 AM,SEP,002000,0,FRI,139027049,09/27/2013 12:20:00 AM,DISTRICT 4,,HARTWELL
3,40XX PRESIDENT DR,39.1565784805648,-84.557675631327,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,2861,149032836,1,"CINCINNATI, OH 45223",BLACK,MALE,21,FATAL,12/26/2014 12:00:00 AM,DEC,225800,22,FRI,149032836,12/26/2014 10:58:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
1,1XX E MCMICKEN AV,39.1138580885237,-84.5137456274211,OVER-THE-RHINE,OVER-THE-RHINE,1141,11004340,1,"CINC, OH 45207",BLACK,MALE,30,NONFATAL,09/23/2010 12:00:00 AM,SEP,,N/A,THU,11004340,09/23/2010 12:00:00 AM,DISTRICT 1,45202,OTR
5,7XX DUTCH COLONY DR,39.190130978132,-84.5172805894236,WINTON HILLS,WINTON HILLS,2115,139004425,1,"CINC, OH 45232",BLACK,FEMALE,21,FATAL,02/20/2013 12:00:00 AM,FEB,035700,3,WED,139004425,02/20/2013 03:57:00 AM,DISTRICT 5,45232,WINTON HILLS
1,XX BARDES AL,39.1155328559772,-84.5165598365314,OVER-THE-RHINE,OVER-THE-RHINE,900,11000959,1,,BLACK,MALE,34,FATAL,03/20/2010 12:00:00 AM,MAR,,N/A,SAT,11000959,03/20/2010 12:00:00 AM,DISTRICT 1,45202,OTR
1,8XX FINDLAY AV,39.1163872759328,-84.5282145577325,WEST END,WEST END,2827,149029696,1,"CINCINNATI, OH 45211",BLACK,MALE,32,NONFATAL,11/20/2014 12:00:00 AM,NOV,171000,17,THU,149029696,11/20/2014 05:10:00 PM,DISTRICT 1,45214,WEST END
1,18XX ELM ST,39.1148184399675,-84.5192393712936,OVER-THE-RHINE,OVER-THE-RHINE,2345,139021494,4,"CINC, OH 45202",BLACK,FEMALE,49,NONFATAL,08/12/2013 12:00:00 AM,AUG,220400,22,MON,139021494,08/12/2013 10:04:00 PM,DISTRICT 1,45202,OTR
4,22XX RICE ST,39.122072305363,-84.5125182081432,MT AUBURN,MT. AUBURN,778,40908035,1,,BLACK,MALE,24,NONFATAL,11/19/2009 12:00:00 AM,NOV,,N/A,THU,40908035,11/19/2009 12:00:00 AM,DISTRICT 4,45219,MOUNT AUBURN
2,21XX CRANE AV,39.1409312271236,-84.4614115431865,EVANSTON,EVANSTON,987,21002096,1,,BLACK,MALE,32,NONFATAL,05/27/2010 12:00:00 AM,MAY,,N/A,THU,21002096,05/27/2010 12:00:00 AM,DISTRICT 2,45207,HYDE PARK
3,16XX WAVERLY AV,39.1277427769363,-84.5516407458666,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,3494,169013505,1,"CINCINNATI, OH 45231",BLACK,MALE,20,FATAL,06/06/2016 12:00:00 AM,JUN,022900,2,MON,169013505,06/06/2016 02:29:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
4,26XX MELROSE AV,39.1282424315228,-84.4912387101999,WALNUT HILLS,WALNUT HILLS,665,40905365,1,,BLACK,MALE,18,NONFATAL,08/03/2009 12:00:00 AM,AUG,,N/A,MON,40905365,08/03/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,7XX RIDGEWAY AV,39.1388038904384,-84.4928657681081,AVONDALE,AVONDALE,706,40906187,1,,BLACK,MALE,47,NONFATAL,09/04/2009 12:00:00 AM,SEP,,N/A,FRI,40906187,09/04/2009 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,X SEYMOUR AV,39.1938744315999,-84.4797295156069,CARTHAGE,CARTHAGE,649,40905090,1,,BLACK,MALE,21,NONFATAL,07/24/2009 12:00:00 AM,JUL,,N/A,FRI,40905090,07/24/2009 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
5,44XX AMMON AV,39.1652558797066,-84.553506557972,NORTHSIDE,MT. AIRY,4210,189004254,1,,BLACK,MALE,29,FATAL,02/16/2018 12:00:00 AM,FEB,000100,0,FRI,189004254,02/16/2018 12:01:00 AM,DISTRICT 5,,NORTHSIDE
4,6XX ROCKDALE AV,39.1448710029057,-84.493876680022,AVONDALE,AVONDALE,3607,169020729,1,"CINCINNATI, OH 45214",BLACK,FEMALE,18,NONFATAL,08/14/2016 12:00:00 AM,AUG,003000,0,SUN,169020729,08/14/2016 12:30:00 AM,DISTRICT 4,,AVONDALE
3,32XX BOWLING GREEN CT,39.1423132063281,-84.5523149203639,MILLVALE,MILLVALE,2189,139010894,1,"CINC, OH 45225",BLACK,MALE,24,FATAL,05/01/2013 12:00:00 AM,MAY,214000,21,WED,139010894,05/01/2013 09:40:00 PM,DISTRICT 3,45225,MILLVALE
3,10XX ROSEMONT AV,39.1112570139849,-84.5828565220443,WEST PRICE HILL,WEST PRICE HILL,660,30907198,2,,BLACK,MALE,22,NONFATAL,08/01/2009 12:00:00 AM,AUG,,N/A,SAT,30907198,08/01/2009 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
3,12XX GILSEY AV,39.1163759284015,-84.5807930856609,WEST PRICE HILL,WEST PRICE HILL,1669,31110675,1,"CINC, OH 45205",BLACK,MALE,16,NONFATAL,12/08/2011 12:00:00 AM,DEC,205000,20,THU,31110675,12/08/2011 08:50:00 PM,DISTRICT 3,45205,WEST PRICE HILL
2,19XX FAIRFAX AV,39.135025891109,-84.4649065673841,EVANSTON,EVANSTON,3730,169030426,1,,WHITE,FEMALE,35,FATAL,11/20/2016 12:00:00 AM,NOV,010000,1,SUN,169030426,11/20/2016 01:00:00 AM,DISTRICT 2,,EVANSTON
3,31XX MOOSEWOOD AV,39.142174741413,-84.5508130702517,MILLVALE,MILLVALE,2797,149026782,1,"CINTI, OH 45210",BLACK,MALE,30,NONFATAL,10/20/2014 12:00:00 AM,OCT,203000,20,MON,149026782,10/20/2014 08:30:00 PM,DISTRICT 3,45225,NORTH FAIRMOUNT
5,13XX BOYD ST,39.1600839485792,-84.532620699148,NORTHSIDE,NORTHSIDE,5051,209011755,1,,BLACK,MALE,30,FATAL,06/06/2020 12:00:00 AM,JUN,013400,1,SAT,209011755,06/06/2020 01:34:00 AM,DISTRICT 5,,NORTHSIDE
1,9XX CENTRAL AV,39.1043579006658,-84.520580072801,WEST END,WEST END,3684,169026519,2,"CINCINNATI, OH 45203",BLACK,FEMALE,20,NONFATAL,10/10/2016 12:00:00 AM,OCT,220600,22,MON,169026519,10/10/2016 10:06:00 PM,DISTRICT 1,,WEST END
3,20XX FARADAY RD,39.1523686942261,-84.557624612263,SOUTH CUMMINSVILLE,VILLAGES AT ROLL HILL,1794,129009468,1,"CINC, OH 45232",BLACK,MALE,26,NONFATAL,04/15/2012 12:00:00 AM,APR,00000000000000.000,0,SUN,129009468,04/15/2012 12:00:00 AM,DISTRICT 3,45225,EAST WESTWOOD
3,9XX MANSION AV,39.1091893331397,-84.5662900136794,EAST PRICE HILL,EAST PRICE HILL,2057,129037030,1,"CINC, OH 45224",BLACK,MALE,21,NONFATAL,12/25/2012 12:00:00 AM,DEC,114000,11,TUE,129037030,12/25/2012 11:40:00 AM,DISTRICT 3,45205,EAST PRICE HILL
3,18XX KNOX ST,39.1289164497896,-84.5575889202446,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4633,199011756,1,,BLACK,MALE,37,NONFATAL,06/02/2019 12:00:00 AM,JUN,001400,0,SUN,199011756,06/02/2019 12:14:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
1,17XX REPUBLIC ST,39.1149603226773,-84.5166950171343,OVER-THE-RHINE,OVER-THE-RHINE,4071,179037729,1,,BLACK,MALE,33,NONFATAL,09/12/2017 12:00:00 AM,SEP,005000,0,TUE,179037729,09/12/2017 12:50:00 AM,DISTRICT 1,,OTR
5,52XX EASTKNOLL CT,39.1876992951792,-84.5723315020584,MT AIRY,MT. AIRY,1968,129027340,1,0,BLACK,MALE,112,FATAL,09/22/2012 12:00:00 AM,SEP,150200,15,SAT,129027340,09/22/2012 03:02:00 PM,DISTRICT 5,45239,MOUNT AIRY
4,8XX LINCOLN AV,39.1331789574152,-84.4885389021614,WALNUT HILLS,WALNUT HILLS,5154,209016558,1,,BLACK,MALE,40,NONFATAL,07/29/2020 12:00:00 AM,JUL,222400,22,WED,209016558,07/29/2020 10:24:00 PM,DISTRICT 4,,WALNUT HILLS
3,26XX MONTANA AV,39.1555835011969,-84.583069322276,WESTWOOD,WESTWOOD,3511,169014638,2,,BLACK,MALE,22,NONFATAL,06/16/2016 12:00:00 AM,JUN,031300,3,THU,169014638,06/16/2016 03:13:00 AM,DISTRICT 3,,WESTWOOD
1,16XX LINN ST,39.1146332290186,-84.5266156960485,WEST END,WEST END,4575,199006239,2,,BLACK,FEMALE,21,NONFATAL,03/28/2019 12:00:00 AM,MAR,230000,23,THU,199006239,03/28/2019 11:00:00 PM,DISTRICT 1,,WEST END
4,30XX READING RD,39.1337144734758,-84.4959454510791,AVONDALE,AVONDALE,3772,169734352,1,,BLACK,FEMALE,23,NONFATAL,12/31/2016 12:00:00 AM,DEC,181500,18,SAT,169734352,12/31/2016 06:15:00 PM,DISTRICT 4,,AVONDALE
1,15XX LINN ST,39.113840174833,-84.528414801206,WEST END,WEST END,5198,209018166,1,,BLACK,MALE,39,FATAL,08/16/2020 12:00:00 AM,AUG,024900,2,SUN,209018166,08/16/2020 02:49:00 AM,DISTRICT 1,,WEST END
4,35XX ALASKA AV,39.1458473418041,-84.4997286482333,AVONDALE,AVONDALE,2976,159010254,1,"CINC, OH 45229",BLACK,MALE,22,NONFATAL,04/25/2015 12:00:00 AM,APR,191000,19,SAT,159010254,04/25/2015 07:10:00 PM,DISTRICT 4,45229,AVONDALE
1,13XX WALNUT ST,39.109619293868,-84.5132868036141,OVER-THE-RHINE,OVER-THE-RHINE,1521,11103108,1,"CINC, OH 45255",BLACK,MALE,23,NONFATAL,08/01/2011 12:00:00 AM,AUG,003300,0,MON,11103108,08/01/2011 12:33:00 AM,DISTRICT 1,45202,OTR
3,18XX FAIRMOUNT AV,39.1298750559065,-84.5581753422745,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,3104,159017574,1,"CINCINNATI, OH 45214",WHITE,MALE,87,FATAL,07/07/2015 12:00:00 AM,JUL,130000,13,TUE,159017574,07/07/2015 01:00:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
5,2XX ATKINSON ST,39.1264166701335,-84.5184987838897,CUF,CUF,4629,199011612,1,,BLACK,FEMALE,19,NONFATAL,06/01/2019 12:00:00 AM,JUN,004000,0,SAT,199011612,06/01/2019 12:40:00 AM,DISTRICT 5,,CUF
2,46XX KELLOGG AV,39.0910094237154,-84.4257628493592,EAST END,LINWOOD,3601,169019963,1,"CINCINNATI, OH 45221",BLACK,MALE,33,NONFATAL,08/07/2016 12:00:00 AM,AUG,033000,3,SUN,169019963,08/07/2016 03:30:00 AM,DISTRICT 2,,EAST END
1,13XX VINE ST,39.1089109176066,-84.514949858911,OVER-THE-RHINE,OVER-THE-RHINE,1920,129022132,1,"CINC, OH 45205",BLACK,MALE,52,NONFATAL,08/08/2012 12:00:00 AM,AUG,000100,0,WED,129022132,08/08/2012 12:01:00 AM,DISTRICT 1,45202,OTR
5,49XX HAWAIIAN TE,39.1837949119366,-84.5636091254146,MT AIRY,MT. AIRY,4073,179037922,2,,BLACK,MALE,17,NONFATAL,09/12/2017 12:00:00 AM,SEP,205500,20,TUE,179037922,09/12/2017 08:55:00 PM,DISTRICT 5,,MOUNT AIRY
1,15XX WALNUT ST,39.1118403423861,-84.513238506909,OVER-THE-RHINE,OVER-THE-RHINE,474,10900794,1,,BLACK,MALE,19,NONFATAL,03/02/2009 12:00:00 AM,MAR,,N/A,MON,10900794,03/02/2009 12:00:00 AM,DISTRICT 1,45202,OTR
4,4XX ROCKDALE AVE,39.1454270499246,-84.5005426211742,AVONDALE,AVONDALE,2744,149022615,1,"CINC, OH 45202",BLACK,MALE,30,NONFATAL,09/08/2014 12:00:00 AM,SEP,204500,20,MON,149022615,09/08/2014 08:45:00 PM,DISTRICT 4,45229,AVONDALE
4,26XX STANTON AV,39.1289832043125,-84.4916108180916,WALNUT HILLS,WALNUT HILLS,702,40906089,1,,BLACK,MALE,34,NONFATAL,08/30/2009 12:00:00 AM,AUG,,N/A,SUN,40906089,08/30/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,31XX READING RD,39.136526563877,-84.4961403606607,AVONDALE,AVONDALE,1390,41102796,1,"CINC, OH 45214",BLACK,MALE,33,NONFATAL,05/09/2011 12:00:00 AM,MAY,145000,14,MON,41102796,05/09/2011 02:50:00 PM,DISTRICT 4,45229,AVONDALE
2,58XX PEABODY AV,39.1585696497916,-84.3937134226424,MADISONVILLE,MADISONVILLE,996,21002274,1,,BLACK,MALE,19,FATAL,06/04/2010 12:00:00 AM,JUN,,N/A,FRI,21002274,06/04/2010 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
2,1XX ELDORADO AV,39.0654925260199,-84.4241242773483,CALIFORNIA,CALIFORNIA,1942,129024789,2,"MOSCOW, OH 45153",WHITE,MALE,23,NONFATAL,08/30/2012 12:00:00 AM,AUG,215700,21,THU,129024789,08/30/2012 09:57:00 PM,DISTRICT 2,45228,CALIFORNIA
1,7XX CLARK ST,39.108252993244,-84.5279837644785,WEST END,WEST END,3701,169027795,1,,BLACK,MALE,23,NONFATAL,10/24/2016 12:00:00 AM,OCT,112500,11,MON,169027795,10/24/2016 11:25:00 AM,DISTRICT 1,,WEST END
1,XX E MCMICKEN AV,39.1160971906346,-84.5152578317881,OVER-THE-RHINE,OVER-THE-RHINE,2854,149032383,1,"CINC, OH 45202",BLACK,MALE,19,NONFATAL,12/21/2014 12:00:00 AM,DEC,183000,18,SUN,149032383,12/21/2014 06:30:00 PM,DISTRICT 1,45202,OTR
2,17XX MEARS AV,39.0851813156313,-84.3860525349651,MT WASHINGTON,MT. WASHINGTON,1005,21002404,1,,BLACK,MALE,31,NONFATAL,06/11/2010 12:00:00 AM,JUN,,N/A,FRI,21002404,06/11/2010 12:00:00 AM,DISTRICT 2,45230,MOUNT WASHINGTON
1,8XX W LIBERTY ST,39.1135529258018,-84.5289444722939,WEST END,WEST END,1139,11004322,1,"CINC, OH 45211",BLACK,MALE,45,NONFATAL,09/22/2010 12:00:00 AM,SEP,,N/A,WED,11004322,09/22/2010 12:00:00 AM,DISTRICT 1,45214,WEST END
3,25XX SUNNYHILL DR,39.1565401280933,-84.5598473026666,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,1678,31110951,1,"CINC, OH 45225",BLACK,FEMALE,24,NONFATAL,12/20/2011 12:00:00 AM,DEC,012500,1,TUE,31110951,12/20/2011 01:25:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
,9XX RACE ST,39.104667042638,-84.5161907684269,CBD/RIVERFRONT,DOWNTOWN,4848,199027562,2,,BLACK,MALE,25,FATAL,11/29/2019 12:00:00 AM,NOV,014000,1,FRI,199027562,11/29/2019 01:40:00 AM,CENTRAL BUSINESS SECTION,,WEST END
4,4XX MCGREGOR AV,39.1235471962593,-84.5011975375161,WALNUT HILLS,WALNUT HILLS,4612,199010353,1,,BLACK,MALE,29,NONFATAL,05/17/2019 12:00:00 AM,MAY,221200,22,FRI,199010353,05/17/2019 10:12:00 PM,DISTRICT 4,,WALNUT HILLS
3,9XX KREIS LN,39.1099517973148,-84.5891703483071,WEST PRICE HILL,WEST PRICE HILL,3570,169017948,1,"CINCINNATI, OH 45225",BLACK,MALE,27,NONFATAL,07/19/2016 12:00:00 AM,JUL,131100,13,TUE,169017948,07/19/2016 01:11:00 PM,DISTRICT 3,,WEST PRICE HILL
1,16XX RACE ST,39.1134299253556,-84.5179878734186,OVER-THE-RHINE,OVER-THE-RHINE,3102,159017491,2,"CINCINNATI, OH 45205",BLACK,MALE,39,NONFATAL,07/06/2015 12:00:00 AM,JUL,220700,22,MON,159017491,07/06/2015 10:07:00 PM,DISTRICT 1,45202,OTR
2,43XX WHETSEL AV,39.1522391324806,-84.3935781505454,MADISONVILLE,MADISONVILLE,71,20801523,1,,BLACK,MALE,25,NONFATAL,04/05/2008 12:00:00 AM,APR,,N/A,SAT,20801523,04/05/2008 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
4,5XX HALE AV,39.1404125742131,-84.4972112992896,AVONDALE,AVONDALE,3007,159011595,1,"CINCINNATI, OH 45229",BLACK,MALE,26,NONFATAL,05/10/2015 12:00:00 AM,MAY,003500,0,SUN,159011595,05/10/2015 12:35:00 AM,DISTRICT 4,45229,AVONDALE
3,3XX ELBERON AV,39.0957364646082,-84.5644738981902,EAST PRICE HILL,SEDAMSVILLE,3474,169012258,1,"CINCINNATI, OH 45205",BLACK,MALE,43,NONFATAL,05/21/2016 12:00:00 AM,MAY,001400,0,SAT,169012258,05/21/2016 12:14:00 AM,DISTRICT 3,,EAST PRICE HILL
4,36XX EATON AV,39.1520223080521,-84.4907704787668,NORTH AVONDALE,AVONDALE,2643,149013917,1,"CINC, OH 45229",BLACK,MALE,45,NONFATAL,06/13/2014 12:00:00 AM,JUN,033000,3,FRI,149013917,06/13/2014 03:30:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,8XX YORK ST,39.1170283753826,-84.5276132418054,WEST END,WEST END,2618,149011524,1,"CINCINNATI, OH 45214",BLACK,MALE,32,NONFATAL,05/19/2014 12:00:00 AM,MAY,171500,17,MON,149011524,05/19/2014 05:15:00 PM,DISTRICT 1,45214,WEST END
1,DX,37.7950683903993,-89.3162336578326,,N/A,3970,179025239,1,,WHITE,MALE,27,NONFATAL,07/03/2017 12:00:00 AM,JUL,00000000000000.000,0,MON,179025239,07/03/2017 12:00:00 AM,DISTRICT 1,,
5,53XX BAHAMA TER,39.1890723594829,-84.5648749219509,MT AIRY,MT. AIRY,4738,199019528,3,,BLACK,MALE,15,NONFATAL,08/24/2019 12:00:00 AM,AUG,190700,19,SAT,199019528,08/24/2019 07:07:00 PM,DISTRICT 5,,MOUNT AIRY
4,48XX READING RD,39.1762807938841,-84.4670031112371,BOND HILL,BOND HILL,4544,199002988,1,,BLACK,MALE,30,NONFATAL,02/12/2019 12:00:00 AM,FEB,211300,21,TUE,199002988,02/12/2019 09:13:00 PM,DISTRICT 4,,BOND HILL
4,28XX MELROSE AV,39.1258435768206,-84.4849971790728,WALNUT HILLS,WALNUT HILLS,3199,159024958,1,"CINCINNATI, OH 45206",BLACK,MALE,25,NONFATAL,09/13/2015 12:00:00 AM,SEP,054000,5,SUN,159024958,09/13/2015 05:40:00 AM,DISTRICT 4,,WALNUT HILLS
3,19XX WESTMONT LN,39.1240604107178,-84.572132514861,WEST PRICE HILL,EAST PRICE HILL,2658,149014988,1,"CINCINNATI, OH 45205",UNKNOWN,MALE,23,NONFATAL,06/24/2014 12:00:00 AM,JUN,042000,4,TUE,149014988,06/24/2014 04:20:00 AM,DISTRICT 3,45205,WEST PRICE HILL
3,24XX HARRISON AV,39.138949491122,-84.5796010040706,WESTWOOD,WESTWOOD,3611,169021298,1,"CINCINNATI, OH 45225",BLACK,MALE,21,NONFATAL,08/20/2016 12:00:00 AM,AUG,001700,0,SAT,169021298,08/20/2016 12:17:00 AM,DISTRICT 3,,WESTWOOD
2,32XX FAIRFIELD AVE,39.136656746411,-84.4712899605896,EVANSTON,EVANSTON,1317,21100878,2,"CINC, OH 45207",BLACK,FEMALE,18,NONFATAL,03/08/2011 12:00:00 AM,MAR,202000,20,TUE,21100878,03/08/2011 08:20:00 PM,DISTRICT 2,45207,EVANSTON
1,17XX RACE ST,39.1151477826366,-84.5176645158931,OVER-THE-RHINE,OVER-THE-RHINE,1420,11102122,1,"CINC, OH",BLACK,MALE,19,NONFATAL,05/27/2011 12:00:00 AM,MAY,190000,19,FRI,11102122,05/27/2011 07:00:00 PM,DISTRICT 1,45202,OTR
5,11XX CEDAR AV,39.1977917712926,-84.5383673426279,COLLEGE HILL,COLLEGE HILL,3879,179010534,1,,BLACK,MALE,20,NONFATAL,03/28/2017 12:00:00 AM,MAR,151800,15,TUE,179010534,03/28/2017 03:18:00 PM,DISTRICT 5,,COLLEGE HILL
2,46XX KELLOGG AV,39.0902394237154,-84.4257428493592,EAST END,LINWOOD,2868,159533286,1,"CINCINNATI, OH 45225",BLACK,MALE,22,NONFATAL,01/01/2015 12:00:00 AM,JAN,024000,2,THU,159533286,01/01/2015 02:40:00 AM,DISTRICT 2,45226,EAST END
2,33XX MONTGOMERY RD,39.1382526450206,-84.4751577159833,EVANSTON,EVANSTON,743,20904774,1,,BLACK,MALE,33,NONFATAL,10/10/2009 12:00:00 AM,OCT,,N/A,SAT,20904774,10/10/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
3,16XX DENHAM ST,39.1361397280373,-84.5488799092917,NORTH FAIRMOUNT,NORTH FAIRMOUNT,683,30907763,2,,BLACK,MALE,19,NONFATAL,08/18/2009 12:00:00 AM,AUG,,N/A,TUE,30907763,08/18/2009 12:00:00 AM,DISTRICT 3,45225,NORTH FAIRMOUNT
4,2XX W SEYMOUR AV,39.1955025875884,-84.4847654969591,CARTHAGE,CARTHAGE,1228,41007684,2,"CINC, OH 45202",BLACK,MALE,26,NONFATAL,11/30/2010 12:00:00 AM,NOV,,N/A,TUE,41007684,11/30/2010 12:00:00 AM,DISTRICT 4,45216,CARTHAGE
4,5XX MAPLE AV,39.1425474442826,-84.4967644158418,AVONDALE,AVONDALE,3339,159034438,1,"CINCINNATI, OH 45227",BLACK,MALE,23,NONFATAL,12/25/2015 12:00:00 AM,DEC,010000,1,FRI,159034438,12/25/2015 01:00:00 AM,DISTRICT 4,,AVONDALE
1,8XX FINDLAY ST,39.1162763831254,-84.5278775718117,WEST END,WEST END,3086,159016487,1,"CINCINNATI, OH 45214",BLACK,MALE,21,NONFATAL,06/26/2015 12:00:00 AM,JUN,022000,2,FRI,159016487,06/26/2015 02:20:00 AM,DISTRICT 1,45214,WEST END
3,36XX GLENWAY AV,39.1139782965351,-84.5712192855063,EAST PRICE HILL,EAST PRICE HILL,2506,149000967,2,"CINCINNATI, OH 45205",BLACK,MALE,34,NONFATAL,01/14/2014 12:00:00 AM,JAN,190600,19,TUE,149000967,01/14/2014 07:06:00 PM,DISTRICT 3,45205,EAST PRICE HILL
1,5XX W MCMICKEN ST,39.1216062611148,-84.5297657814373,OVER-THE-RHINE,WEST END,3534,169015848,1,"CINCINNATI, OH 45214",BLACK,FEMALE,29,NONFATAL,06/29/2016 12:00:00 AM,JUN,042500,4,WED,169015848,06/29/2016 04:25:00 AM,DISTRICT 1,,OTR
3,9XX CHATEAU AVE,39.1085398121239,-84.559308255784,EAST PRICE HILL,EAST PRICE HILL,4296,189014184,1,,BLACK,MALE,52,FATAL,05/29/2018 12:00:00 AM,MAY,224400,22,TUE,189014184,05/29/2018 10:44:00 PM,DISTRICT 3,,EAST PRICE HILL
4,33XX MILTON CT,39.138799543123,-84.4912965207318,AVONDALE,AVONDALE,87,40802511,1,,BLACK,MALE,31,NONFATAL,04/17/2008 12:00:00 AM,APR,,N/A,THU,40802511,04/17/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,6XX TUXEDO PL,39.132477497458,-84.4926709012363,WALNUT HILLS,WALNUT HILLS,2661,149015284,1,"CINC, OH 45220",BLACK,MALE,28,FATAL,06/26/2014 12:00:00 AM,JUN,080900,8,THU,149015284,06/26/2014 08:09:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,10XX SETON AV,39.1105153781642,-84.5759878341765,WEST PRICE HILL,EAST PRICE HILL,4090,179040251,1,,BLACK,MALE,33,NONFATAL,09/27/2017 12:00:00 AM,SEP,145100,14,WED,179040251,09/27/2017 02:51:00 PM,DISTRICT 3,,EAST PRICE HILL
4,25XX KEMPER LN,39.1256063066123,-84.4877397694508,WALNUT HILLS,WALNUT HILLS,3047,159014133,1,"CINC, OH 45212",BLACK,MALE,56,NONFATAL,06/03/2015 12:00:00 AM,JUN,220500,22,WED,159014133,06/03/2015 10:05:00 PM,DISTRICT 4,45206,WALNUT HILLS
3,27XX EAST TOWER DR,39.132190401292,-84.594274582843,WESTWOOD,WESTWOOD,862,31001183,1,,BLACK,FEMALE,20,NONFATAL,02/11/2010 12:00:00 AM,FEB,,N/A,THU,31001183,02/11/2010 12:00:00 AM,DISTRICT 3,45238,WESTWOOD
4,35XX BOGART AV,39.1482318396958,-84.4911333757689,AVONDALE,AVONDALE,4747,199019589,1,,BLACK,MALE,53,NONFATAL,08/27/2019 12:00:00 AM,AUG,214000,21,TUE,199019589,08/27/2019 09:40:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
1,17XX REPUBLIC ST,39.1152125907876,-84.5178030337824,OVER-THE-RHINE,OVER-THE-RHINE,5002,209009017,1,,BLACK,MALE,39,FATAL,05/01/2020 12:00:00 AM,MAY,214800,21,FRI,209009017,05/01/2020 09:48:00 PM,DISTRICT 1,,OTR
4,30XX GILBERT AV,39.135045563066,-84.4860599596226,WALNUT HILLS,WALNUT HILLS,1553,41105665,1,"LAWRENCEBURG, IN 4702",WHITE,MALE,49,NONFATAL,09/03/2011 12:00:00 AM,SEP,020000,2,SAT,41105665,09/03/2011 02:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
1,5XX LIVINGSTON ST,39.1147349658404,-84.5259742377937,WEST END,WEST END,1464,11102659,1,"CINC, OH 45219",BLACK,MALE,30,NONFATAL,06/29/2011 12:00:00 AM,JUN,155500,15,WED,11102659,06/29/2011 03:55:00 PM,DISTRICT 1,45214,WEST END
